tag_code,mark_file_name,site_name,first_time_value,last_time_value,first_antenna_group_name,last_antenna_group_name,release_date_mmddyyyy,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,release_site_name,mark_date_mmddyyyy,mark_site_name,mark_site_code_value,mark_year_yyyy,site_code_value,srr_code,srr_name,count,mark_month,brood_yr,spawn_yr,TRT
3DD.00774DAFC6,BDL14036.W31,SC1 - Lower SF Clearwater R at rkm 1,2016-10-31T19:54:00Z,2016-10-31T20:56:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DAFC6,BDL14036.W31,SC2 - Lower SF Clearwater R at rkm 2,2017-02-07T12:00:00Z,2017-02-08T16:51:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DAFD8,BDL14037.W42,SC1 - Lower SF Clearwater R at rkm 1,2017-03-03T21:36:00Z,2017-03-03T21:36:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DAFD8,BDL14037.W42,SC2 - Lower SF Clearwater R at rkm 2,2017-03-04T00:30:00Z,2017-03-04T00:30:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DB2F6,BDL14037.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-18T06:24:00Z,2017-02-18T06:24:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DB2F6,BDL14037.W43,SC2 - Lower SF Clearwater R at rkm 2,2017-02-18T19:33:00Z,2017-02-18T19:33:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DBE23,BDL14037.W41,SC1 - Lower SF Clearwater R at rkm 1,2017-03-12T08:40:00Z,2017-03-12T08:44:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DC099,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-03-08T05:33:00Z,2017-03-08T05:33:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DC099,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-03-08T10:20:00Z,2017-03-08T10:23:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DC228,BDL14036.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-02-24T21:34:00Z,2017-02-24T22:39:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DC228,BDL14036.W32,SC2 - Lower SF Clearwater R at rkm 2,2017-02-25T03:21:00Z,2017-02-25T03:21:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DCB77,BDL14037.W22,SC1 - Lower SF Clearwater R at rkm 1,2017-02-16T09:54:00Z,2017-02-16T10:56:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DCB77,BDL14037.W22,SC2 - Lower SF Clearwater R at rkm 2,2017-02-16T13:46:00Z,2017-02-16T13:46:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DCCCE,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-03-04T05:22:00Z,2017-03-04T06:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DD1D7,BDL14037.W42,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T11:36:00Z,2017-02-22T12:39:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DD1D7,BDL14037.W42,SC2 - Lower SF Clearwater R at rkm 2,2017-02-22T17:59:00Z,2017-02-22T19:20:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DDB76,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-18T09:11:00Z,2017-02-18T10:12:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DDDFB,BDL14037.W24,SC1 - Lower SF Clearwater R at rkm 1,2017-03-04T03:53:00Z,2017-03-04T03:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DE481,BDL14037.W43,SC1 - Lower SF Clearwater R at rkm 1,2016-10-31T17:02:00Z,2017-02-11T17:24:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DE481,BDL14037.W43,SC2 - Lower SF Clearwater R at rkm 2,2017-02-12T16:40:00Z,2017-02-13T23:41:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DE517,BDL14037.W44,SC1 - Lower SF Clearwater R at rkm 1,2017-03-15T09:16:00Z,2017-03-15T09:18:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DE5A0,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2016-10-31T15:45:00Z,2016-10-31T15:45:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DE791,BDL14037.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-03-04T18:21:00Z,2017-03-04T19:20:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E1CD8,BDL14037.W43,SC2 - Lower SF Clearwater R at rkm 2,2017-02-18T06:28:00Z,2017-02-18T06:28:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E3052,BDL14037.W31,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T16:02:00Z,2017-02-21T16:02:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E3052,BDL14037.W31,SC2 - Lower SF Clearwater R at rkm 2,2017-02-22T07:11:00Z,2017-02-22T07:11:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E4921,BDL14037.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T11:05:00Z,2017-02-22T11:06:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E4FF5,BDL14037.W42,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T16:51:00Z,2017-02-19T16:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E4FF5,BDL14037.W42,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T07:16:00Z,2017-02-20T07:16:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E57C9,BDL14037.W23,SC1 - Lower SF Clearwater R at rkm 1,2017-03-03T19:19:00Z,2017-03-03T19:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E5AFC,BDL14037.W21,SC1 - Lower SF Clearwater R at rkm 1,2017-03-26T12:04:00Z,2017-03-26T12:04:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E695F,BDL14036.W22,SC1 - Lower SF Clearwater R at rkm 1,2017-02-23T13:28:00Z,2017-02-23T13:28:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E695F,BDL14036.W22,SC2 - Lower SF Clearwater R at rkm 2,2017-02-24T03:27:00Z,2017-02-24T03:27:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E768F,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-03-13T03:02:00Z,2017-03-13T03:02:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E768F,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-03-13T05:05:00Z,2017-03-13T05:05:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774E76CE,BDL14037.W32,SC2 - Lower SF Clearwater R at rkm 2,2017-03-01T23:30:00Z,2017-03-01T23:30:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774EA0FD,BDL14037.W11,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T08:35:00Z,2017-02-22T08:36:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774EC3E0,BDL14037.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T06:51:00Z,2017-02-20T06:51:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774ECF87,BDL14037.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-03-12T01:51:00Z,2017-03-12T02:58:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774EED25,BDL14037.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T20:12:00Z,2017-02-20T21:11:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.007759094D,CBB15022.ONS,"LCL - Lee Creek, Lemhi R. Basin",2017-12-06T22:58:00Z,2017-12-06T22:58:00Z,Downstream Antenna,Downstream Antenna,4/22/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"DWORMS - Dworshak NFH, release into mainstem Clearwater River",2015-01-22,DWOR - Dworshak National Fish Hatchery,DWOR,2015,LCL,32H,Hat. Summer Steelhead,1,1,2014,2018,SRLEM-s
3DD.00775E4ABA,CBB15012.LOL,LC1 - Lower Lolo Creek at rkm 21,2015-04-21T13:26:00Z,2017-03-20T12:12:00Z,SINGLE ARRAY,SINGLE ARRAY,4/20/2015,3,Steelhead,2,Summer,H,Hatchery Reared,LOLOC - Lolo Creek,2015-01-12,DWOR - Dworshak National Fish Hatchery,DWOR,2015,LC1,32H,Hat. Summer Steelhead,1,1,2014,2017,CRLOL-s
3DD.0077605EE2,BDL15041.W42,SC1 - Lower SF Clearwater R at rkm 1,2017-02-24T19:40:00Z,2017-02-24T19:40:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2017,CRSFC-s
3DD.007760C728,BDL15041.W41,SC1 - Lower SF Clearwater R at rkm 1,2018-02-01T04:10:00Z,2018-02-01T04:10:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2015,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007760DA28,BDL15041.W25,SC2 - Lower SF Clearwater R at rkm 2,2018-02-03T19:29:00Z,2018-02-03T19:29:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007760F36B,BDL15040.W41,SC1 - Lower SF Clearwater R at rkm 1,2018-02-18T19:24:00Z,2018-02-18T19:30:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2015,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2015-02-09,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007760F36B,BDL15040.W41,SC2 - Lower SF Clearwater R at rkm 2,2018-02-18T22:56:00Z,2018-02-18T22:56:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2015,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2015-02-09,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007760F971,BDL15041.W44,SC2 - Lower SF Clearwater R at rkm 2,2018-03-18T14:37:00Z,2018-03-18T14:37:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.00776103A1,BDL15041.W26,SC2 - Lower SF Clearwater R at rkm 2,2018-01-19T18:03:00Z,2018-01-19T18:03:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077611C43,BDL15041.W15,SC1 - Lower SF Clearwater R at rkm 1,2018-02-04T16:58:00Z,2018-02-04T17:01:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077612D19,BDL15041.W44,SC1 - Lower SF Clearwater R at rkm 1,2018-02-10T09:07:00Z,2018-02-10T15:18:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077612D19,BDL15041.W44,SC2 - Lower SF Clearwater R at rkm 2,2018-02-10T17:08:00Z,2018-02-10T17:08:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077612FAE,BDL15041.W34,SC1 - Lower SF Clearwater R at rkm 1,2018-01-17T18:38:00Z,2018-01-17T18:41:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077612FAE,BDL15041.W34,SC2 - Lower SF Clearwater R at rkm 2,2018-01-17T22:21:00Z,2018-01-17T22:21:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007761539D,BDL15041.W27,SC1 - Lower SF Clearwater R at rkm 1,2018-01-14T09:22:00Z,2018-01-14T09:22:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/9/2015,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077628B17,BDL15041.W35,SC1 - Lower SF Clearwater R at rkm 1,2018-02-02T19:26:00Z,2018-02-02T19:26:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007762A0DE,BDL15041.W15,SC1 - Lower SF Clearwater R at rkm 1,2018-01-20T09:34:00Z,2018-04-29T12:59:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007762A0DE,BDL15041.W15,SC2 - Lower SF Clearwater R at rkm 2,2018-01-20T19:39:00Z,2018-04-29T12:48:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007762A657,BDL15041.W45,SC1 - Lower SF Clearwater R at rkm 1,2018-01-27T23:09:00Z,2018-02-03T15:42:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007762A657,BDL15041.W45,SC2 - Lower SF Clearwater R at rkm 2,2018-01-22T22:55:00Z,2018-02-03T18:28:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007762CC74,BDL15041.W47,SC2 - Lower SF Clearwater R at rkm 2,2018-02-04T05:20:00Z,2018-02-04T05:20:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/9/2015,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007762EC4B,BDL15041.W34,SC1 - Lower SF Clearwater R at rkm 1,2017-12-03T21:52:00Z,2018-01-13T11:22:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077631D53,BDL15041.W45,SC1 - Lower SF Clearwater R at rkm 1,2018-01-24T00:41:00Z,2018-01-24T00:41:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
